epoch,step,train_loss,val_loss
244,244,,0.009943011216819286
245,245,,0.010289794765412807
246,246,,0.0110972560942173
247,247,,0.011960509233176708
248,248,,0.01271967962384224
249,249,0.005450630560517311,
249,249,,0.013635806739330292
250,250,,0.015165472403168678
251,251,,0.017349757254123688
252,252,,0.018844256177544594
253,253,,0.01898273266851902
254,254,,0.018454747274518013
255,255,,0.018429744988679886
256,256,,0.01919395849108696
257,257,,0.020376069471240044
258,258,,0.02018752507865429
259,259,,0.01912703737616539
260,260,,0.01864776574075222
261,261,,0.01871219277381897
262,262,,0.01917312666773796
263,263,,0.019415104761719704
264,264,,0.018922504037618637
265,265,,0.019060280174016953
266,266,,0.02001604624092579
267,267,,0.02140486240386963
268,268,,0.02234462834894657
269,269,,0.023083016276359558
270,270,,0.023647213354706764
271,271,,0.024676576256752014
272,272,,0.02610943280160427
273,273,,0.028702976182103157
274,274,,0.031712714582681656
275,275,,0.03316156938672066
276,276,,0.03404972702264786
277,277,,0.0356808640062809
278,278,,0.03862716257572174
279,279,,0.04258512705564499
280,280,,0.045742545276880264
281,281,,0.047058723866939545
282,282,,0.04594961181282997
283,283,,0.046008046716451645
284,284,,0.04839005693793297
285,285,,0.05223040655255318
286,286,,0.05592553690075874
287,287,,0.05827094614505768
288,288,,0.05876130238175392
289,289,,0.05836831405758858
290,290,,0.056968238204717636
291,291,,0.05730828270316124
292,292,,0.05907284840941429
293,293,,0.06273796409368515
294,294,,0.06608442962169647
295,295,,0.06765808165073395
296,296,,0.06797032058238983
297,297,,0.06757725775241852
298,298,,0.0681874230504036
299,299,0.002115860814228654,
299,299,,0.07032279670238495
300,300,,0.07282517850399017
301,301,,0.07477760314941406
302,302,,0.07593300193548203
303,303,,0.0763523206114769
304,304,,0.07636358588933945
305,305,,0.0763859748840332
306,306,,0.07566908746957779
307,307,,0.07444483786821365
308,308,,0.07411296665668488
309,309,,0.07490956783294678
310,310,,0.07612834125757217
311,311,,0.07718273252248764
312,312,,0.07743699848651886
313,313,,0.07684962451457977
314,314,,0.07684199512004852
315,315,,0.07807260751724243
316,316,,0.07980194687843323
317,317,,0.08022773265838623
318,318,,0.07966815680265427
319,319,,0.07975541055202484
320,320,,0.08095571398735046
321,321,,0.08291515707969666
322,322,,0.08510980755090714
323,323,,0.08627981692552567
324,324,,0.08637247234582901
325,325,,0.08602674305438995
326,326,,0.08635939657688141
327,327,,0.08689875155687332
328,328,,0.0869264081120491
329,329,,0.086532361805439
330,330,,0.08620267361402512
331,331,,0.08628428727388382
332,332,,0.08637408912181854
333,333,,0.08698636293411255
334,334,,0.08734097331762314
335,335,,0.087535560131073
336,336,,0.08821237087249756
337,337,,0.08894690871238708
338,338,,0.0892348513007164
339,339,,0.08972661942243576
340,340,,0.0896250456571579
341,341,,0.08896909654140472
342,342,,0.08799303323030472
343,343,,0.08727623522281647
344,344,,0.08737490326166153
345,345,,0.08827275037765503
346,346,,0.08947587758302689
347,347,,0.09049541503190994
348,348,,0.09119737893342972
349,349,0.00109011004678905,
349,349,,0.0913565531373024
350,350,,0.09070412814617157
351,351,,0.09003429859876633
352,352,,0.08957965672016144
353,353,,0.09022711217403412
354,354,,0.09171087294816971
355,355,,0.09290628880262375
356,356,,0.09420719742774963
357,357,,0.09486247599124908
358,358,,0.09512196481227875
359,359,,0.09540057182312012
360,360,,0.09533701837062836
361,361,,0.09521809220314026
362,362,,0.09476635605096817
363,363,,0.09526622295379639
364,364,,0.09648317843675613
365,365,,0.09750430285930634
366,366,,0.09811284393072128
367,367,,0.09751218557357788
368,368,,0.09649385511875153
369,369,,0.096135213971138
370,370,,0.09668460488319397
371,371,,0.09789003431797028
372,372,,0.09876763820648193
373,373,,0.09882112592458725
374,374,,0.09893462806940079
375,375,,0.09898443520069122
376,376,,0.09863962978124619
377,377,,0.09870420396327972
378,378,,0.09856614470481873
379,379,,0.09842958301305771
380,380,,0.09896941483020782
381,381,,0.0998813807964325
382,382,,0.10053060203790665
383,383,,0.10102127492427826
384,384,,0.10150089859962463
385,385,,0.10223368555307388
386,386,,0.1025000587105751
387,387,,0.10209975391626358
388,388,,0.10181254893541336
389,389,,0.10210160911083221
390,390,,0.10254625976085663
391,391,,0.1025070771574974
392,392,,0.10226834565401077
393,393,,0.10230802744626999
394,394,,0.10319165885448456
395,395,,0.1045355573296547
396,396,,0.10616295784711838
397,397,,0.10666050761938095
398,398,,0.1056876853108406
399,399,0.0006662465748377144,
399,399,,0.10421779006719589
400,400,,0.10325548052787781
401,401,,0.10278772562742233
402,402,,0.10305039584636688
403,403,,0.1039767861366272
404,404,,0.10536322742700577
405,405,,0.10648582875728607
406,406,,0.10698093473911285
407,407,,0.10736759006977081
408,408,,0.10756953060626984
409,409,,0.10687354952096939
410,410,,0.10629525035619736
411,411,,0.10632025450468063
412,412,,0.10650825500488281
413,413,,0.1071377620100975
414,414,,0.10745417326688766
415,415,,0.10767306387424469
416,416,,0.10792966187000275
417,417,,0.10770519822835922
418,418,,0.10738671571016312
419,419,,0.1074645072221756
420,420,,0.10727468132972717
421,421,,0.10748809576034546
422,422,,0.10714277625083923
423,423,,0.10699298977851868
424,424,,0.10686225444078445
425,425,,0.10712848603725433
426,426,,0.10721036791801453
427,427,,0.10712237656116486
428,428,,0.10710661113262177
429,429,,0.1070992723107338
430,430,,0.10751623660326004
431,431,,0.10764742642641068
432,432,,0.107497438788414
433,433,,0.10755077749490738
434,434,,0.10769376903772354
435,435,,0.10808820277452469
436,436,,0.10884163528680801
437,437,,0.10929838567972183
438,438,,0.10934191197156906
439,439,,0.10889393091201782
440,440,,0.10865838080644608
441,441,,0.10894464701414108
442,442,,0.10977531224489212
443,443,,0.11070210486650467
444,444,,0.11155713349580765
445,445,,0.11173779517412186
446,446,,0.11133319139480591
447,447,,0.11056461930274963
448,448,,0.1098187044262886
449,449,0.0004526920383796096,
449,449,,0.10947474092245102
450,450,,0.10981125384569168
451,451,,0.11075941473245621
452,452,,0.1120377629995346
453,453,,0.11267735809087753
454,454,,0.11271245777606964
455,455,,0.11213627457618713
456,456,,0.11176125705242157
457,457,,0.11159009486436844
458,458,,0.11158961057662964
459,459,,0.11180930584669113
460,460,,0.11242502927780151
461,461,,0.11279327422380447
462,462,,0.11283329874277115
463,463,,0.11237139999866486
464,464,,0.1115233302116394
465,465,,0.11082049459218979
466,466,,0.11050093173980713
467,467,,0.1106310486793518
468,468,,0.11107835173606873
469,469,,0.1117013469338417
470,470,,0.11257924139499664
471,471,,0.11337590217590332
472,472,,0.1133165955543518
473,473,,0.11273746937513351
474,474,,0.11183547973632812
475,475,,0.11073625087738037
476,476,,0.11015669256448746
477,477,,0.1099129170179367
478,478,,0.1097945123910904
479,479,,0.1100476086139679
480,480,,0.11056751757860184
481,481,,0.11117031425237656
482,482,,0.11142884939908981
483,483,,0.11133388429880142
484,484,,0.11089649051427841
485,485,,0.11014862358570099
486,486,,0.10959876328706741
487,487,,0.10935628414154053
488,488,,0.10950746387243271
489,489,,0.11001329869031906
490,490,,0.11060836166143417
491,491,,0.1111164465546608
492,492,,0.1112118512392044
493,493,,0.11106426268815994
494,494,,0.11051981896162033
495,495,,0.11016620695590973
496,496,,0.11005569994449615
497,497,,0.11027248948812485
498,498,,0.1106155663728714
499,499,0.0003264998085796833,
499,499,,0.11099286377429962
500,500,,0.11102914810180664
501,501,,0.11075813323259354
502,502,,0.11041618138551712
503,503,,0.1100827008485794
504,504,,0.10990419238805771
505,505,,0.1097991093993187
506,506,,0.10979636758565903
507,507,,0.11000233143568039
508,508,,0.11042442172765732
509,509,,0.11086165904998779
510,510,,0.11115027219057083
511,511,,0.11102649569511414
512,512,,0.11053577810525894
513,513,,0.10983666777610779
514,514,,0.10917875915765762
515,515,,0.10900530964136124
516,516,,0.10926084220409393
517,517,,0.10957616567611694
518,518,,0.10982590168714523
519,519,,0.10999231040477753
520,520,,0.11029063165187836
521,521,,0.11025653779506683
522,522,,0.10999017208814621
523,523,,0.10955192893743515
524,524,,0.10899988561868668
525,525,,0.10867612808942795
526,526,,0.10860516875982285
527,527,,0.10884542763233185
528,528,,0.10943204164505005
529,529,,0.1101110652089119
530,530,,0.11065081506967545
531,531,,0.11055019497871399
532,532,,0.11013191193342209
533,533,,0.10946963727474213
534,534,,0.10898593813180923
535,535,,0.10878223925828934
536,536,,0.10890643298625946
537,537,,0.10928735882043839
538,538,,0.10945017635822296
539,539,,0.10938393324613571
540,540,,0.1095031350851059
541,541,,0.10954255610704422
542,542,,0.10945449769496918
543,543,,0.10902182012796402
544,544,,0.10827190428972244
545,545,,0.10791201889514923
546,546,,0.10790271311998367
547,547,,0.10812519490718842
548,548,,0.10819405317306519
549,549,0.00024811981711536646,
549,549,,0.10812309384346008
550,550,,0.10825370997190475
551,551,,0.10849518328905106
552,552,,0.10890165716409683
553,553,,0.10875406116247177
554,554,,0.10820437222719193
555,555,,0.1078554093837738
556,556,,0.10763391107320786
557,557,,0.10764075815677643
558,558,,0.10780644416809082
559,559,,0.10785631835460663
560,560,,0.10754913836717606
561,561,,0.10745423287153244
562,562,,0.10757207125425339
563,563,,0.10732781887054443
564,564,,0.10726360976696014
565,565,,0.10710671544075012
566,566,,0.10719121247529984
567,567,,0.1071259155869484
568,568,,0.10720650851726532
569,569,,0.10713822394609451
570,570,,0.10699564963579178
571,571,,0.10692236572504044
572,572,,0.10706809908151627
573,573,,0.10736029595136642
574,574,,0.1072620302438736
575,575,,0.10696285963058472
576,576,,0.10662468522787094
577,577,,0.10642243921756744
578,578,,0.10649841278791428
579,579,,0.10653840750455856
580,580,,0.10656003654003143
581,581,,0.1063370332121849
582,582,,0.10622479021549225
583,583,,0.1063256710767746
584,584,,0.10633661597967148
585,585,,0.10635139048099518
586,586,,0.10657384246587753
587,587,,0.10672158747911453
588,588,,0.10663079470396042
589,589,,0.10658804327249527
590,590,,0.10639861226081848
591,591,,0.10611306130886078
592,592,,0.10595317929983139
593,593,,0.10589692741632462
594,594,,0.10577092319726944
595,595,,0.1057220846414566
596,596,,0.10577481985092163
597,597,,0.10575919598340988
598,598,,0.10565512627363205
599,599,0.00019558760686777532,
599,599,,0.10567472875118256
600,600,,0.10587602853775024
601,601,,0.1061365008354187
602,602,,0.10631361603736877
603,603,,0.10617274791002274
604,604,,0.10589905828237534
605,605,,0.105585977435112
606,606,,0.10554128140211105
607,607,,0.10568166524171829
608,608,,0.10591031610965729
609,609,,0.10612234473228455
610,610,,0.10611994564533234
611,611,,0.10559722036123276
612,612,,0.104909248650074
613,613,,0.10448061674833298
614,614,,0.10433099418878555
615,615,,0.10420514643192291
616,616,,0.1043463796377182
617,617,,0.10445042699575424
618,618,,0.10450256615877151
619,619,,0.10451798886060715
620,620,,0.1043054610490799
621,621,,0.10425205528736115
622,622,,0.10421968996524811
623,623,,0.10398794710636139
624,624,,0.10361279547214508
625,625,,0.10346368700265884
626,626,,0.10348483920097351
627,627,,0.1036120131611824
628,628,,0.10397779941558838
629,629,,0.10429270565509796
630,630,,0.10427669435739517
631,631,,0.10386466234922409
632,632,,0.1034611389040947
633,633,,0.10321913659572601
634,634,,0.10319193452596664
635,635,,0.10335682332515717
636,636,,0.1035839170217514
637,637,,0.10369210690259933
638,638,,0.1036832183599472
639,639,,0.10355976969003677
640,640,,0.1034441664814949
641,641,,0.10322220623493195
642,642,,0.10308335721492767
643,643,,0.10304177552461624
644,644,,0.10318046808242798
645,645,,0.10323236137628555
646,646,,0.10306119918823242
647,647,,0.10258878767490387
648,648,,0.10207805037498474
649,649,0.00015872738731559366,
649,649,,0.10174461454153061
650,650,,0.10155598074197769
651,651,,0.10150238871574402
652,652,,0.10164254158735275
653,653,,0.10196219384670258
654,654,,0.10243890434503555
655,655,,0.10284632444381714
656,656,,0.1029154434800148
657,657,,0.1025792732834816
658,658,,0.10208873450756073
659,659,,0.1014941930770874
660,660,,0.10115183144807816
661,661,,0.10104645043611526
662,662,,0.101136215031147
663,663,,0.10139301419258118
664,664,,0.10173231363296509
665,665,,0.10184408724308014
666,666,,0.10159418731927872
667,667,,0.10135643929243088
668,668,,0.10119517147541046
669,669,,0.10102856904268265
670,670,,0.1010376363992691
671,671,,0.100999616086483
672,672,,0.10104743391275406
673,673,,0.10118859261274338
674,674,,0.10146550834178925
675,675,,0.10147323459386826
676,676,,0.10120569169521332
677,677,,0.10087437182664871
678,678,,0.10072320699691772
679,679,,0.10057070851325989
680,680,,0.10052304714918137
681,681,,0.10062664747238159
682,682,,0.10065287351608276
683,683,,0.10065723210573196
684,684,,0.10061725229024887
685,685,,0.10051248967647552
686,686,,0.10036884993314743
687,687,,0.1001492440700531
688,688,,0.10012025386095047
689,689,,0.1000247523188591
690,690,,0.09989704191684723
691,691,,0.09995332360267639
692,692,,0.10017388314008713
693,693,,0.10044948011636734
694,694,,0.10054042190313339
695,695,,0.10044579207897186
696,696,,0.10005616396665573
697,697,,0.09971649199724197
698,698,,0.0995829701423645
699,699,0.00013170835154596716,
699,699,,0.09962385147809982
700,700,,0.09957664459943771
701,701,,0.09963393956422806
702,702,,0.0996561050415039
703,703,,0.09968201071023941
704,704,,0.09969165176153183
705,705,,0.09962082654237747
706,706,,0.09953239560127258
707,707,,0.0993223711848259
708,708,,0.09921452403068542
709,709,,0.09913647919893265
710,710,,0.09919490665197372
711,711,,0.0990612730383873
712,712,,0.09876836836338043
713,713,,0.09859468042850494
714,714,,0.09850233793258667
715,715,,0.09838207066059113
716,716,,0.09846585988998413
717,717,,0.09859699010848999
718,718,,0.09847355633974075
719,719,,0.09824717789888382
720,720,,0.09816920012235641
721,721,,0.09823625534772873
722,722,,0.09839105606079102
723,723,,0.09849091619253159
724,724,,0.09835033118724823
725,725,,0.09820292145013809
726,726,,0.09798546135425568
727,727,,0.09787390381097794
728,728,,0.09784454107284546
729,729,,0.09792587906122208
730,730,,0.09811592847108841
731,731,,0.09827560931444168
732,732,,0.09821173548698425
733,733,,0.09793310612440109
734,734,,0.09759709984064102
735,735,,0.09733941406011581
736,736,,0.09717542678117752
737,737,,0.09711314737796783
738,738,,0.09720166772603989
739,739,,0.09739755094051361
740,740,,0.09746505320072174
741,741,,0.09742670506238937
742,742,,0.09723713994026184
743,743,,0.09709977358579636
744,744,,0.0969618409872055
745,745,,0.09687448292970657
746,746,,0.09687808901071548
747,747,,0.0968431830406189
748,748,,0.09678393602371216
749,749,0.00011112578067695722,
749,749,,0.09673220664262772
750,750,,0.09673178941011429
751,751,,0.09687935560941696
752,752,,0.0970153883099556
753,753,,0.09718598425388336
754,754,,0.09737309068441391
755,755,,0.09736200422048569
756,756,,0.09714903682470322
757,757,,0.09691660106182098
758,758,,0.09686152637004852
759,759,,0.09685812890529633
760,760,,0.09702562540769577
761,761,,0.09727698564529419
762,762,,0.09736616164445877
763,763,,0.0971604436635971
764,764,,0.09688368439674377
765,765,,0.09675280004739761
766,766,,0.09677843004465103
767,767,,0.09681963920593262
768,768,,0.09684926271438599
769,769,,0.09694544970989227
770,770,,0.09709849208593369
771,771,,0.09695213288068771
772,772,,0.09680880606174469
773,773,,0.09667351841926575
774,774,,0.09651818126440048
775,775,,0.09655193239450455
776,776,,0.09658560901880264
777,777,,0.09669709950685501
778,778,,0.09678302705287933
779,779,,0.09672389924526215
780,780,,0.09677229076623917
781,781,,0.09678085893392563
782,782,,0.09683983027935028
783,783,,0.09691870212554932
784,784,,0.09684440493583679
785,785,,0.09678908437490463
786,786,,0.09677668660879135
787,787,,0.09664638340473175
788,788,,0.09638284146785736
789,789,,0.0962662473320961
790,790,,0.09629924595355988
791,791,,0.09646209329366684
792,792,,0.09657229483127594
793,793,,0.09677840024232864
794,794,,0.09691447019577026
795,795,,0.09699752926826477
796,796,,0.09701401740312576
797,797,,0.09679236263036728
798,798,,0.09651444107294083
799,799,9.515153215033934e-05,
799,799,,0.09632597863674164
800,800,,0.09629952162504196
801,801,,0.09643169492483139
802,802,,0.09665055572986603
803,803,,0.09679093956947327
804,804,,0.09676580131053925
805,805,,0.09653116762638092
806,806,,0.09640924632549286
807,807,,0.0963970273733139
808,808,,0.09644097834825516
809,809,,0.09655115008354187
810,810,,0.09664549678564072
811,811,,0.09655910730361938
812,812,,0.09642667323350906
813,813,,0.09627024084329605
814,814,,0.09623310714960098
815,815,,0.09627415984869003
816,816,,0.0963018462061882
817,817,,0.0963238775730133
818,818,,0.09624074399471283
819,819,,0.09614471346139908
820,820,,0.0959792509675026
821,821,,0.09589344263076782
822,822,,0.09591873735189438
823,823,,0.09602370113134384
824,824,,0.0960807353258133
825,825,,0.09615720063447952
826,826,,0.09605996310710907
827,827,,0.09589330852031708
828,828,,0.09571100771427155
829,829,,0.09567902982234955
830,830,,0.09575150907039642
831,831,,0.09591636061668396
832,832,,0.09611108899116516
833,833,,0.09624437242746353
834,834,,0.09623973816633224
835,835,,0.09621316939592361
836,836,,0.09620928019285202
837,837,,0.09617763012647629
838,838,,0.09596298635005951
839,839,,0.09572359174489975
840,840,,0.0955873429775238
841,841,,0.09557157754898071
842,842,,0.09569170325994492
843,843,,0.09574692696332932
844,844,,0.09570340812206268
845,845,,0.09570647776126862
846,846,,0.09576897323131561
847,847,,0.09594976902008057
848,848,,0.09610778838396072
849,849,8.251389226643369e-05,
849,849,,0.09613241255283356
850,850,,0.09613895416259766
851,851,,0.0961034893989563
852,852,,0.09600101411342621
853,853,,0.09584051370620728
854,854,,0.09561462700366974
855,855,,0.095516137778759
856,856,,0.09554395824670792
857,857,,0.09564667195081711
858,858,,0.09566323459148407
859,859,,0.0956222414970398
860,860,,0.09566764533519745
861,861,,0.09567483514547348
862,862,,0.09568507224321365
863,863,,0.09559980034828186
864,864,,0.09556073695421219
865,865,,0.09541275352239609
866,866,,0.0952780693769455
867,867,,0.09526501595973969
868,868,,0.09525108337402344
869,869,,0.09514220803976059
870,870,,0.09511620551347733
871,871,,0.09514786303043365
872,872,,0.09519029408693314
873,873,,0.09532749652862549
874,874,,0.09540003538131714
875,875,,0.09538808465003967
876,876,,0.09523119032382965
877,877,,0.09513817727565765
878,878,,0.09506776183843613
879,879,,0.09499521553516388
880,880,,0.09501359611749649
881,881,,0.09501325339078903
882,882,,0.09493409842252731
883,883,,0.0948105901479721
884,884,,0.09468308836221695
885,885,,0.09462575614452362
886,886,,0.09452664852142334
887,887,,0.09438037872314453
888,888,,0.0943496972322464
889,889,,0.09437929838895798
890,890,,0.09448687732219696
891,891,,0.09446059167385101
892,892,,0.09429140388965607
893,893,,0.09411502629518509
894,894,,0.0940479040145874
895,895,,0.09409155696630478
896,896,,0.09405972808599472
897,897,,0.09412714838981628
898,898,,0.09407977014780045
899,899,7.216224912554026e-05,
899,899,,0.09396855533123016
900,900,,0.09397044777870178
901,901,,0.09409149736166
902,902,,0.09420881420373917
903,903,,0.09433065354824066
904,904,,0.09431380778551102
905,905,,0.09410886466503143
906,906,,0.09397554397583008
907,907,,0.09389644861221313
908,908,,0.09374663978815079
909,909,,0.09371080994606018
910,910,,0.0937231108546257
911,911,,0.0936678871512413
912,912,,0.09361414611339569
913,913,,0.09366819262504578
914,914,,0.09380903840065002
915,915,,0.09401243180036545
916,916,,0.09412626177072525
917,917,,0.0940302386879921
918,918,,0.09378829598426819
919,919,,0.09339491277933121
920,920,,0.09316466748714447
921,921,,0.09309499710798264
922,922,,0.09317048639059067
923,923,,0.09329814463853836
924,924,,0.09343177080154419
925,925,,0.0935039222240448
926,926,,0.0935339480638504
927,927,,0.0935177132487297
928,928,,0.09346115589141846
929,929,,0.09340386092662811
930,930,,0.09332481026649475
931,931,,0.09322147816419601
932,932,,0.09320158511400223
933,933,,0.0932861939072609
934,934,,0.09342405945062637
935,935,,0.09349891543388367
936,936,,0.09349802881479263
937,937,,0.09338109940290451
938,938,,0.09326969087123871
939,939,,0.09324014186859131
940,940,,0.09323393553495407
941,941,,0.09323999285697937
942,942,,0.09313414990901947
943,943,,0.09301064163446426
944,944,,0.09286419302225113
945,945,,0.09276599436998367
946,946,,0.09269651025533676
947,947,,0.09265798330307007
948,948,,0.0926709920167923
949,949,6.378317630151287e-05,
949,949,,0.09271849691867828
950,950,,0.09269315749406815
951,951,,0.09263744950294495
952,952,,0.09256018698215485
953,953,,0.09258630126714706
954,954,,0.09265411645174026
955,955,,0.09270884841680527
956,956,,0.09275928139686584
957,957,,0.09269329160451889
958,958,,0.09256837517023087
959,959,,0.09236964583396912
960,960,,0.09224898368120193
961,961,,0.09219028055667877
962,962,,0.09222058951854706
963,963,,0.09232952445745468
964,964,,0.09251225739717484
965,965,,0.09264601022005081
966,966,,0.09260532259941101
967,967,,0.0924341008067131
968,968,,0.09227771311998367
969,969,,0.09217412024736404
970,970,,0.09212567657232285
971,971,,0.09212544560432434
972,972,,0.09218737483024597
973,973,,0.09221959859132767
974,974,,0.09222632646560669
975,975,,0.09212518483400345
976,976,,0.09187467396259308
