epoch,step,train_loss,val_loss
0,0,,1.03115975856781
1,1,,0.9711923599243164
2,2,,0.9114114046096802
3,3,,0.8545548915863037
4,4,,0.7970545291900635
5,5,,0.74054354429245
6,6,,0.6858616471290588
7,7,,0.6332389712333679
8,8,,0.5829049348831177
9,9,,0.5354630351066589
10,10,,0.49013960361480713
11,11,,0.44635820388793945
12,12,,0.4033588469028473
13,13,,0.3630159795284271
14,14,,0.325785368680954
15,15,,0.2922429144382477
16,16,,0.2628677487373352
17,17,,0.2381468415260315
18,18,,0.2184334695339203
19,19,,0.20323911309242249
20,20,,0.19241464138031006
21,21,,0.18530507385730743
22,22,,0.1813146471977234
23,23,,0.1784144937992096
24,24,,0.1758992224931717
25,25,,0.17346733808517456
26,26,,0.17128513753414154
27,27,,0.17106105387210846
28,28,,0.17375244200229645
29,29,,0.1781429946422577
30,30,,0.18137142062187195
31,31,,0.18129873275756836
32,32,,0.17775796353816986
33,33,,0.17077870666980743
34,34,,0.16048859059810638
35,35,,0.1471182107925415
36,36,,0.13133130967617035
37,37,,0.11452443897724152
38,38,,0.09801889955997467
39,39,,0.08411344140768051
40,40,,0.07336831837892532
41,41,,0.06604502350091934
42,42,,0.06173860654234886
43,43,,0.0590921975672245
44,44,,0.057091522961854935
45,45,,0.0550355426967144
46,46,,0.05284686014056206
47,47,,0.0508326031267643
48,48,,0.049463722854852676
49,49,0.05070929974317551,
49,49,,0.049040764570236206
50,50,,0.049533870071172714
51,51,,0.05058657377958298
52,52,,0.051455218344926834
53,53,,0.051245059818029404
54,54,,0.04953357204794884
55,55,,0.04653797298669815
56,56,,0.042965371161699295
57,57,,0.03952143341302872
58,58,,0.03624884784221649
59,59,,0.0336020365357399
60,60,,0.03135751187801361
61,61,,0.02911468595266342
62,62,,0.026629440486431122
63,63,,0.023982089012861252
64,64,,0.02144087292253971
65,65,,0.019292833283543587
66,66,,0.017714891582727432
67,67,,0.016689971089363098
68,68,,0.016019411385059357
69,69,,0.01549811102449894
70,70,,0.014972907491028309
71,71,,0.01440737210214138
72,72,,0.013826459646224976
73,73,,0.013346061110496521
74,74,,0.013045186176896095
75,75,,0.012927104718983173
76,76,,0.01291724294424057
77,77,,0.012884064577519894
78,78,,0.012715792283415794
79,79,,0.012392089702188969
80,80,,0.011975913308560848
81,81,,0.011451742611825466
82,82,,0.010954361408948898
83,83,,0.010533367283642292
84,84,,0.010226776823401451
85,85,,0.009917329996824265
86,86,,0.009525300934910774
87,87,,0.009058952331542969
88,88,,0.00860733911395073
89,89,,0.008257129229605198
90,90,,0.008021892048418522
91,91,,0.007865381427109241
92,92,,0.007752834353595972
93,93,,0.007646604906767607
94,94,,0.007446900475770235
95,95,,0.0072226752527058125
96,96,,0.007075295317918062
97,97,,0.007003468461334705
98,98,,0.006941516883671284
99,99,0.03359033912420273,
99,99,,0.006853839382529259
